Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G,name_norm,launch_match_status,launch_match_method,launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url,expected_later_addition
Hutton,TOT,5.5,1215,14.0,1,4.0,20.0,1.0,0,,6,43,,28.26,7.82,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Hutton,CLEAN_POSITIVE_MINUTES,0.0,hutton,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Lee,TOT,4.5,1519,17.0,0,4.0,28.0,2.0,0,,0,39,,38.95,8.67,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Lee,CLEAN_POSITIVE_MINUTES,0.0,lee,MATCHED,EXACT_DISPLAY_NAME,DEF,Lee,Tottenham,44.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kaboul,TOT,5.0,1605,19.0,1,3.0,35.0,1.0,0,,4,61,,26.31,12.2,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Kaboul,CLEAN_POSITIVE_MINUTES,3.0,kaboul,MATCHED,EXACT_DISPLAY_NAME,DEF,Kaboul,Tottenham,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Stalteri,TOT,4.5,1368,16.0,1,5.0,20.0,3.0,0,,0,45,,90.0,10.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Stalteri,CLEAN_POSITIVE_MINUTES,0.0,stalteri,MATCHED,EXACT_DISPLAY_NAME,DEF,Stalteri,Tottenham,13.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Dawson,TOT,5.0,2195,25.0,0,4.0,39.0,3.0,0,,3,64,,34.3,12.8,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Dawson,CLEAN_POSITIVE_MINUTES,1.0,dawson,MATCHED,EXACT_DISPLAY_NAME,DEF,Dawson,Tottenham,100.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Rocha,TOT,4.5,425,5.0,0,1.0,7.0,1.0,0,,0,11,,38.64,2.44,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Rocha,CLEAN_POSITIVE_MINUTES,0.0,rocha,MATCHED,EXACT_DISPLAY_NAME,DEF,Rocha,Tottenham,17.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Woodgate,TOT,5.5,2438,28.0,0,7.0,44.0,6.0,0,,16,87,,28.02,15.82,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Woodgate,CLEAN_POSITIVE_MINUTES,1.0,woodgate,MATCHED,EXACT_DISPLAY_NAME,DEF,Woodgate,Middlesbrough,113.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gunter,TOT,4.5,79,1.0,0,0.0,1.0,0.0,0,,0,7,,11.29,1.56,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Gunter,CLEAN_POSITIVE_MINUTES,0.0,gunter,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
King,TOT,5.5,289,4.0,0,0.0,8.0,0.0,0,,0,5,,57.8,0.91,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,King,CLEAN_POSITIVE_MINUTES,0.0,king,MATCHED,EXACT_DISPLAY_NAME,DEF,King,Tottenham,61.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Collins,WHM,,199,2.0,0,1.0,2.0,0.0,0,,0,8,,24.88,0.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Collins,CLEAN_POSITIVE_MINUTES,0.0,collins,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Collins,West Ham,44.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Upson,WHM,5.0,2582,29.0,1,8.0,30.0,2.0,0,,9,99,,26.08,19.8,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Upson,CLEAN_POSITIVE_MINUTES,1.0,upson,MATCHED,EXACT_DISPLAY_NAME,DEF,Upson,West Ham,2.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Spector,WHM,4.5,1326,13.0,1,2.0,20.0,1.0,0,,0,43,,30.84,9.56,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Spector,CLEAN_POSITIVE_MINUTES,0.0,spector,MATCHED,EXACT_DISPLAY_NAME,DEF,Spector,West Ham,50.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ferdinand,WHM,5.0,1894,21.0,0,4.0,32.0,1.0,0,,2,63,,30.06,12.6,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Ferdinand,CLEAN_POSITIVE_MINUTES,2.0,ferdinand,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Ferdinand,West Ham,83.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Tomkins,WHM,4.0,467,5.0,0,0.0,11.0,0.0,0,,0,7,,66.71,1.75,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Tomkins,CLEAN_POSITIVE_MINUTES,0.0,tomkins,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
McCartney,WHM,5.0,3225,37.0,4,7.0,47.0,4.0,0,,7,110,,29.32,22.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,McCartney,CLEAN_POSITIVE_MINUTES,1.0,mccartney,MATCHED,EXACT_DISPLAY_NAME,DEF,McCartney,West Ham,46.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gabbidon,WHM,4.5,768,8.0,0,3.0,5.0,1.0,0,,0,29,,26.48,6.44,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Gabbidon,CLEAN_POSITIVE_MINUTES,0.0,gabbidon,MATCHED,EXACT_DISPLAY_NAME,DEF,Gabbidon,West Ham,34.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Neill,WHM,5.0,3060,34.0,2,7.0,46.0,5.0,0,,0,83,,36.87,16.6,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Neill,CLEAN_POSITIVE_MINUTES,0.0,neill,MATCHED,EXACT_DISPLAY_NAME,DEF,Neill,West Ham,96.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bramble,WIG,4.5,2340,26.0,1,5.0,42.0,5.0,0,,3,69,,33.91,15.33,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Bramble,CLEAN_POSITIVE_MINUTES,2.0,bramble,MATCHED,EXACT_DISPLAY_NAME,DEF,Bramble,Wigan,41.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Edman,WIG,4.5,400,4.0,0,4.0,1.0,0.0,0,,0,25,,16.0,5.56,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Edman,CLEAN_POSITIVE_MINUTES,0.0,edman,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Boyce,WIG,4.5,2203,24.0,0,9.0,31.0,1.0,0,,0,73,,30.18,16.22,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Boyce,CLEAN_POSITIVE_MINUTES,0.0,boyce,MATCHED,EXACT_DISPLAY_NAME,DEF,Boyce,Wigan,91.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Granqvist,WIG,4.0,1171,13.0,0,2.0,24.0,1.0,0,,0,24,,48.79,6.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Granqvist,CLEAN_POSITIVE_MINUTES,0.0,granqvist,MATCHED,EXACT_DISPLAY_NAME,DEF,Granqvist,Wigan,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Taylor,WIG,4.5,1113,14.0,3,2.0,17.0,4.0,0,,4,65,,17.12,14.44,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Taylor,CLEAN_POSITIVE_MINUTES,3.0,taylor,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,DEF,Taylor,Wigan,49.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Scharner,WIG,5.0,3313,37.0,1,12.0,51.0,6.0,0,,15,135,,24.54,27.0,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Scharner,CLEAN_POSITIVE_MINUTES,4.0,scharner,MATCHED,EXACT_DISPLAY_NAME,DEF,Scharner,Wigan,75.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Melchiot,WIG,4.5,2632,30.0,3,10.0,31.0,2.0,1,,7,101,,26.06,22.44,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Melchiot,CLEAN_POSITIVE_MINUTES,0.0,melchiot,MATCHED,EXACT_DISPLAY_NAME,DEF,Melchiot,Wigan,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Figueroa,WIG,4.0,91,1.0,0,0.0,2.0,0.0,0,,0,2,,45.5,0.5,DEF,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-defenders,False,Figueroa,CLEAN_POSITIVE_MINUTES,0.0,figueroa,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Diaby,ARS,5.5,714,8.0,1,,,0.0,1,,0,28,,25.5,5.09,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Diaby,CLEAN_POSITIVE_MINUTES,1.0,diaby,MATCHED,EXACT_DISPLAY_NAME,MID,Diaby,Arsenal,28.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Rosicky,ARS,7.5,1334,15.0,2,,,1.0,0,,9,84,,15.88,11.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Rosicky,CLEAN_POSITIVE_MINUTES,6.0,rosicky,MATCHED,EXACT_DISPLAY_NAME,MID,Rosicky,Arsenal,83.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Eboue,ARS,6.0,1651,21.0,2,,,5.0,0,,2,77,,21.44,12.83,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Eboue,CLEAN_POSITIVE_MINUTES,0.0,eboue,MATCHED,EXACT_DISPLAY_NAME,DEF,Eboue,Arsenal,84.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Fabregas,ARS,10.0,2857,32.0,20,,,9.0,0,,43,205,,13.94,20.5,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Fabregas,CLEAN_POSITIVE_MINUTES,7.0,fabregas,MATCHED,EXACT_DISPLAY_NAME,MID,Fabregas,Arsenal,182.0,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Denilson,ARS,6.0,550,5.0,1,,,0.0,0,,1,26,,21.15,4.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Denilson,CLEAN_POSITIVE_MINUTES,0.0,denilson,MATCHED,EXACT_DISPLAY_NAME,MID,Denilson,Arsenal,17.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Song,ARS,5.0,470,5.0,0,,,0.0,0,,0,17,,27.65,3.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Song,CLEAN_POSITIVE_MINUTES,0.0,song,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Petrov,AVL,6.0,1843,21.0,1,,,3.0,0,,3,60,,30.72,10.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Petrov,CLEAN_POSITIVE_MINUTES,1.0,petrov,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Petrov,Aston Villa,94.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Osbourne,AVL,4.5,168,2.0,0,,,1.0,0,,0,7,,24.0,1.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Osbourne,CLEAN_POSITIVE_MINUTES,0.0,osbourne,MATCHED,EXACT_DISPLAY_NAME,MID,Osbourne,Aston Villa,28.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Young,AVL,8.5,3288,37.0,17,,,6.0,0,,26,177,,18.58,20.82,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Young,CLEAN_POSITIVE_MINUTES,8.0,young,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,FWD,Young,Aston Villa,134.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Maloney,AVL,6.0,995,13.0,1,,,0.0,0,,3,57,,17.46,9.5,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Maloney,CLEAN_POSITIVE_MINUTES,4.0,maloney,MATCHED,EXACT_DISPLAY_NAME,MID,Maloney,Aston Villa,18.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Barry,AVL,8.5,3319,37.0,10,,,5.0,0,,27,178,,18.65,20.94,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Barry,CLEAN_POSITIVE_MINUTES,9.0,barry,MATCHED,EXACT_DISPLAY_NAME,MID,Barry,Aston Villa,147.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Reo-Coker,AVL,5.0,3102,35.0,3,,,9.0,1,,3,79,,39.27,15.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Reo-Coker,CLEAN_POSITIVE_MINUTES,0.0,reocoker,MATCHED,EXACT_DISPLAY_NAME,MID,Reo-Coker,Aston Villa,83.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gardner,AVL,5.0,1331,16.0,0,,,4.0,0,,0,49,,27.16,9.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Gardner,CLEAN_POSITIVE_MINUTES,3.0,gardner,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Gardner,Aston Villa,35.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Routledge,AVL,4.5,99,1.0,0,,,0.0,0,,0,5,,19.8,1.11,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Routledge,CLEAN_POSITIVE_MINUTES,0.0,routledge,MATCHED,EXACT_DISPLAY_NAME,MID,Routledge,Tottenham,45.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Reid,BLA,5.0,1867,20.0,0,,,6.0,0,,4,46,,40.59,9.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Reid,CLEAN_POSITIVE_MINUTES,0.0,reid,MATCHED,EXACT_DISPLAY_NAME,MID,Reid,Blackburn,6.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Tugay,BLA,5.0,1124,12.0,0,,,4.0,1,,11,45,,24.98,9.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Tugay,CLEAN_POSITIVE_MINUTES,2.0,tugay,MATCHED,EXACT_DISPLAY_NAME,MID,Tugay,Blackburn,82.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Mokoena,BLA,4.5,766,9.0,1,,,2.0,0,,0,27,,28.37,6.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Mokoena,CLEAN_POSITIVE_MINUTES,0.0,mokoena,MATCHED,EXACT_DISPLAY_NAME,MID,Mokoena,Blackburn,40.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bentley,BLA,8.0,3320,37.0,10,,,8.0,0,,35,169,,19.64,21.13,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Bentley,CLEAN_POSITIVE_MINUTES,6.0,bentley,MATCHED,EXACT_DISPLAY_NAME,MID,Bentley,Blackburn,145.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Dunn,BLA,6.0,1951,25.0,6,,,6.0,1,,10,79,,24.7,13.17,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Dunn,CLEAN_POSITIVE_MINUTES,1.0,dunn,MATCHED,EXACT_DISPLAY_NAME,MID,Dunn,Blackburn,14.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Gamst Pedersen,BLA,7.0,2871,32.0,4,,,5.0,0,,6,110,,26.1,15.71,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Gamst Pedersen,CLEAN_POSITIVE_MINUTES,4.0,gamstpedersen,MATCHED,EXACT_DISPLAY_NAME,MID,Gamst Pedersen,Blackburn,155.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Vogel,BLA,4.5,462,6.0,0,,,0.0,0,,0,14,,33.0,3.11,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Vogel,CLEAN_POSITIVE_MINUTES,0.0,vogel,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Taylor,BOL,6.0,1827,22.0,4,,,3.0,0,,2,84,,21.75,14.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Taylor,CLEAN_POSITIVE_MINUTES,4.0,taylor,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,MID,Taylor,Portsmouth,164.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Muamba,BOL,5.0,3196,37.0,2,,,5.0,0,,3,86,,37.16,17.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Muamba,CLEAN_POSITIVE_MINUTES,2.0,muamba,MATCHED,EXACT_DISPLAY_NAME,MID,Muamba,Birmingham,0.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
McCann,BOL,4.5,2020,21.0,0,,,5.0,0,,3,61,,33.11,13.56,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,McCann,CLEAN_POSITIVE_MINUTES,1.0,mccann,MATCHED,EXACT_DISPLAY_NAME,MID,McCann,Bolton,74.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Nolan,BOL,6.0,2766,33.0,3,,,10.0,0,,0,100,,27.66,16.67,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Nolan,CLEAN_POSITIVE_MINUTES,5.0,nolan,MATCHED,EXACT_DISPLAY_NAME,MID,Nolan,Bolton,81.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Cohen,BOL,4.5,301,3.0,0,,,1.0,0,,0,15,,20.07,3.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Cohen,CLEAN_POSITIVE_MINUTES,1.0,cohen,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
O’Brien J,BOL,4.5,1320,16.0,1,,,2.0,0,,0,35,,37.71,7.78,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,O’Brien J,CLEAN_POSITIVE_MINUTES,0.0,obrienj,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Kalou,CHE,8.5,2133,24.0,11,,,1.0,0,,3,115,,18.55,13.53,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Kalou,CLEAN_POSITIVE_MINUTES,7.0,kalou,MATCHED,EXACT_DISPLAY_NAME,FWD,Kalou,Chelsea,98.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Cole J,CHE,9.0,2470,29.0,6,,,5.0,0,,18,144,,17.15,16.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Cole J,CLEAN_POSITIVE_MINUTES,7.0,colej,MATCHED,EXACT_DISPLAY_NAME,MID,Cole J,Chelsea,16.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Essien,CHE,8.0,2099,23.0,4,,,5.0,1,,27,121,,17.35,15.13,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Essien,CLEAN_POSITIVE_MINUTES,6.0,essien,MATCHED,EXACT_DISPLAY_NAME,MID,Essien,Chelsea,144.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Wright-Phillips,CHE,7.5,1649,19.0,4,,,1.0,0,,3,77,,21.42,10.27,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Wright-Phillips,CLEAN_POSITIVE_MINUTES,2.0,wrightphillips,MATCHED,EXACT_DISPLAY_NAME,MID,Wright-Phillips,Chelsea,71.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Lampard,CHE,11.0,1954,21.0,10,,,4.0,1,,19,149,,13.11,13.55,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Lampard,CLEAN_POSITIVE_MINUTES,10.0,lampard,MATCHED,EXACT_DISPLAY_NAME,MID,Lampard,Chelsea,202.0,11.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Malouda,CHE,7.5,1392,16.0,1,,,2.0,0,,2,57,,24.42,7.6,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Malouda,CLEAN_POSITIVE_MINUTES,2.0,malouda,MATCHED,EXACT_DISPLAY_NAME,MID,Malouda,Chelsea,0.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Makelele,CHE,5.5,1221,15.0,0,,,1.0,0,,8,47,,25.98,8.55,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Makelele,CLEAN_POSITIVE_MINUTES,0.0,makelele,MATCHED,EXACT_DISPLAY_NAME,MID,Makelele,Chelsea,81.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Mikel,CHE,6.0,1953,22.0,0,,,5.0,1,,5,58,,33.67,9.67,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Mikel,CLEAN_POSITIVE_MINUTES,0.0,mikel,MATCHED,EXACT_DISPLAY_NAME,MID,Mikel,Chelsea,42.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ballack,CHE,9.0,1410,17.0,1,,,5.0,0,,21,98,,14.39,10.89,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Ballack,CLEAN_POSITIVE_MINUTES,7.0,ballack,MATCHED,EXACT_DISPLAY_NAME,MID,Ballack,Chelsea,77.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Sidwell,AVL,6.5,518,7.0,1,,,1.0,0,,0,25,,20.72,3.85,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Sidwell,CLEAN_POSITIVE_MINUTES,0.0,sidwell,MATCHED,EXACT_DISPLAY_NAME,MID,Sidwell,Chelsea,134.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Cahill,EVE,8.0,1498,17.0,3,,,4.0,0,,9,94,,15.94,11.75,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Cahill,CLEAN_POSITIVE_MINUTES,7.0,cahill,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Cahill,Everton,70.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Osman,EVE,6.0,2313,26.0,2,,,0.0,0,,13,103,,22.46,17.17,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Osman,CLEAN_POSITIVE_MINUTES,4.0,osman,MATCHED,EXACT_DISPLAY_NAME,MID,Osman,Everton,104.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Pienaar,EVE,5.5,2080,25.0,6,,,6.0,0,,8,90,,23.11,16.36,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Pienaar,CLEAN_POSITIVE_MINUTES,2.0,pienaar,MATCHED,EXACT_DISPLAY_NAME,MID,Pienaar,Everton,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Arteta,EVE,7.5,2448,27.0,7,,,2.0,1,,17,105,,23.31,14.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Arteta,CLEAN_POSITIVE_MINUTES,1.0,arteta,MATCHED,EXACT_DISPLAY_NAME,MID,Arteta,Everton,178.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Andreasen,FUL,4.5,788,9.0,0,,,2.0,1,,0,18,,43.78,4.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Andreasen,CLEAN_POSITIVE_MINUTES,0.0,andreasen,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Bouazza,FUL,5.5,1188,15.0,2,,,1.0,1,,0,38,,31.26,6.91,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Bouazza,CLEAN_POSITIVE_MINUTES,1.0,bouazza,MATCHED,EXACT_DISPLAY_NAME,FWD,Bouazza,Fulham,98.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bullard,FUL,6.5,1386,16.0,3,,,0.0,0,,20,76,,18.24,11.69,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Bullard,CLEAN_POSITIVE_MINUTES,2.0,bullard,MATCHED,EXACT_DISPLAY_NAME,MID,Bullard,Fulham,23.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Davies,FUL,6.0,3210,36.0,8,,,6.0,0,,19,140,,22.93,23.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Davies,CLEAN_POSITIVE_MINUTES,5.0,davies,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Davies,Fulham,94.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
