Player,Club,Price,Mins,Starts,A,CS,GC,Y,R,Saves,Bonus,Pts,Mins/Save,Mins/Pts,Pts/Price,ffs_2008_09_category,source_url,outside_pl_2007_08_flag,carrier_player_name,carrier_status,G,name_norm,launch_match_status,launch_match_method,launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url,expected_later_addition
Jenas,TOT,7.0,2475,29.0,6,,,3.0,0,,7,104,,23.8,14.86,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Jenas,CLEAN_POSITIVE_MINUTES,4.0,jenas,MATCHED,EXACT_DISPLAY_NAME,MID,Jenas,Tottenham,95.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
O’Hara,TOT,5.0,897,10.0,0,,,3.0,0,,0,25,,35.88,5.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,O’Hara,CLEAN_POSITIVE_MINUTES,1.0,ohara,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Parker,WHM,5.0,1425,17.0,0,,,3.0,0,,3,39,,36.54,7.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Parker,CLEAN_POSITIVE_MINUTES,1.0,parker,MATCHED,EXACT_DISPLAY_NAME,MID,Parker,West Ham,92.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Boa Morte,WHM,5.0,1494,18.0,3,,,2.0,1,,2,50,,29.88,10.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Boa Morte,CLEAN_POSITIVE_MINUTES,0.0,boamorte,MATCHED,EXACT_DISPLAY_NAME,MID,Boa Morte,West Ham,70.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Faubert,WHM,5.5,345,4.0,0,,,1.0,0,,0,11,,31.36,2.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Faubert,CLEAN_POSITIVE_MINUTES,0.0,faubert,MATCHED,EXACT_DISPLAY_NAME,MID,Faubert,West Ham,0.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Etherington,WHM,5.5,1305,17.0,1,,,2.0,0,,8,59,,22.12,10.73,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Etherington,CLEAN_POSITIVE_MINUTES,3.0,etherington,MATCHED,EXACT_DISPLAY_NAME,MID,Etherington,West Ham,63.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bowyer,WHM,5.5,1008,12.0,2,,,7.0,1,,5,50,,20.16,9.09,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Bowyer,CLEAN_POSITIVE_MINUTES,4.0,bowyer,MATCHED,EXACT_DISPLAY_NAME,MID,Bowyer,West Ham,54.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Noble,WHM,5.5,2289,25.0,3,,,6.0,0,,5,86,,26.62,15.64,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Noble,CLEAN_POSITIVE_MINUTES,3.0,noble,MATCHED,EXACT_DISPLAY_NAME,MID,Noble,West Ham,37.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Ljungberg,WHM,6.0,1854,20.0,4,,,3.0,0,,8,74,,25.05,12.33,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Ljungberg,CLEAN_POSITIVE_MINUTES,2.0,ljungberg,MATCHED,EXACT_DISPLAY_NAME,MID,Ljungberg,West Ham,36.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Dyer,WHM,5.5,180,2.0,0,,,0.0,0,,0,5,,36.0,0.91,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Dyer,CLEAN_POSITIVE_MINUTES,0.0,dyer,MATCHED,EXACT_DISPLAY_NAME,MID,Dyer,Newcastle,77.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Mullins,WHM,4.5,2803,34.0,0,,,3.0,0,,1,71,,39.48,15.78,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Mullins,CLEAN_POSITIVE_MINUTES,0.0,mullins,MATCHED,EXACT_DISPLAY_NAME,MID,Mullins,West Ham,66.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Palacios,WIG,5.5,1730,20.0,1,,,6.0,1,,3,49,,35.31,8.91,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Palacios,CLEAN_POSITIVE_MINUTES,0.0,palacios,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Kilbane,WIG,5.0,2962,33.0,1,,,2.0,1,,7,86,,34.44,17.2,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Kilbane,CLEAN_POSITIVE_MINUTES,1.0,kilbane,MATCHED,EXACT_DISPLAY_NAME,MID,Kilbane,Wigan,90.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Koumas,WIG,5.5,1985,21.0,4,,,1.0,1,,18,86,,23.08,15.64,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Koumas,CLEAN_POSITIVE_MINUTES,1.0,koumas,MATCHED,EXACT_DISPLAY_NAME,MID,Koumas,Wigan,0.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Sibierski,WIG,5.0,1023,10.0,1,,,1.0,0,,2,64,,15.98,12.8,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Sibierski,CLEAN_POSITIVE_MINUTES,4.0,sibierski,MATCHED,EXACT_DISPLAY_NAME,MID,Sibierski,Wigan,62.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Brown,WIG,4.5,2473,27.0,0,,,11.0,0,,6,62,,39.89,13.78,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Brown,CLEAN_POSITIVE_MINUTES,0.0,brown,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,MID,Brown,Wigan,77.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Valencia,WIG,6.0,2711,30.0,4,,,5.0,0,,12,108,,25.1,18.0,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Valencia,CLEAN_POSITIVE_MINUTES,3.0,valencia,MATCHED,EXACT_DISPLAY_NAME,MID,Valencia,Wigan,48.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
De Ridder,WIG,4.5,579,6.0,1,,,1.0,0,,3,21,,27.57,4.67,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,De Ridder,CLEAN_POSITIVE_MINUTES,0.0,deridder,MATCHED,EXACT_DISPLAY_NAME,MID,De Ridder,Birmingham,0.0,4.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Cattermole,WIG,5.0,1002,11.0,0,,,5.0,0,,3,37,,27.08,7.4,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Cattermole,CLEAN_POSITIVE_MINUTES,1.0,cattermole,MATCHED,EXACT_DISPLAY_NAME,MID,Cattermole,Middlesbrough,57.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kapo,WIG,5.5,2019,23.0,0,,,5.0,0,,8,76,,26.57,13.82,MID,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-midfielders,False,Kapo,CLEAN_POSITIVE_MINUTES,5.0,kapo,MATCHED,EXACT_DISPLAY_NAME,MID,Kapo,Birmingham,0.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Van Persie,ARS,9.5,1073,13.0,3,,,2.0,0,,8,68,,15.78,7.16,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Van Persie,CLEAN_POSITIVE_MINUTES,7.0,vanpersie,MATCHED,EXACT_DISPLAY_NAME,FWD,Van Persie,Arsenal,108.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Adebayor,ARS,11.0,2928,33.0,4,,,3.0,0,,27,200,,14.64,18.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Adebayor,CLEAN_POSITIVE_MINUTES,24.0,adebayor,MATCHED,EXACT_DISPLAY_NAME,FWD,Adebayor,Arsenal,110.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Walcott,ARS,7.0,1260,11.0,3,,,0.0,0,,4,65,,19.38,9.29,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Walcott,CLEAN_POSITIVE_MINUTES,4.0,walcott,MATCHED,EXACT_DISPLAY_NAME,FWD,Walcott,Arsenal,36.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Eduardo,ARS,8.5,961,12.0,5,,,3.0,0,,5,61,,15.75,7.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Eduardo,CLEAN_POSITIVE_MINUTES,4.0,eduardo,MATCHED,EXACT_DISPLAY_NAME,FWD,Eduardo,Arsenal,0.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bendtner,ARS,5.5,945,9.0,3,,,1.0,1,,4,63,,15.0,11.45,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bendtner,CLEAN_POSITIVE_MINUTES,5.0,bendtner,MATCHED,EXACT_DISPLAY_NAME,FWD,Bendtner,Arsenal,0.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Agbonlahor,AVL,8.0,3278,37.0,8,,,4.0,0,,21,158,,20.75,19.75,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Agbonlahor,CLEAN_POSITIVE_MINUTES,11.0,agbonlahor,MATCHED,EXACT_DISPLAY_NAME,FWD,Agbonlahor,Aston Villa,144.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Harewood,AVL,5.0,521,4.0,0,,,2.0,0,,0,42,,12.4,8.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Harewood,CLEAN_POSITIVE_MINUTES,5.0,harewood,MATCHED,EXACT_DISPLAY_NAME,FWD,Harewood,Aston Villa,59.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Carew,AVL,7.5,2546,30.0,3,,,5.0,0,,19,136,,18.72,18.13,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Carew,CLEAN_POSITIVE_MINUTES,13.0,carew,MATCHED,EXACT_DISPLAY_NAME,FWD,Carew,Aston Villa,48.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Rigters,BLA,5.0,16,0.0,0,,,0.0,0,,0,2,,8.0,0.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Rigters,CLEAN_POSITIVE_MINUTES,0.0,rigters,MATCHED,EXACT_DISPLAY_NAME,FWD,Rigters,Blackburn,0.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
McCarthy,BLA,7.5,1680,22.0,1,,,1.0,0,,3,82,,20.49,10.93,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,McCarthy,CLEAN_POSITIVE_MINUTES,8.0,mccarthy,MATCHED,EXACT_DISPLAY_NAME,FWD,McCarthy,Blackburn,151.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Santa Cruz,BLA,9.0,3187,36.0,7,,,3.0,0,,16,182,,17.51,20.22,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Santa Cruz,CLEAN_POSITIVE_MINUTES,19.0,santacruz,MATCHED,EXACT_DISPLAY_NAME,FWD,Santa Cruz,Blackburn,0.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Roberts,BLA,6.5,1264,12.0,6,,,2.0,0,,1,67,,18.87,10.31,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Roberts,CLEAN_POSITIVE_MINUTES,3.0,roberts,MATCHED,EXACT_DISPLAY_NAME,FWD,Roberts,Blackburn,46.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Derbyshire,BLA,5.5,621,4.0,2,,,1.0,0,,0,42,,14.79,7.64,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Derbyshire,CLEAN_POSITIVE_MINUTES,3.0,derbyshire,MATCHED,EXACT_DISPLAY_NAME,FWD,Derbyshire,Blackburn,53.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Davies,BOL,6.0,2640,31.0,4,,,10.0,0,,15,89,,29.66,14.83,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Davies,CLEAN_POSITIVE_MINUTES,3.0,davies,MATCHED,EXACT_DISPLAY_NAME+TEAM_TIEBREAK,FWD,Davies,Bolton,99.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Vaz Te,BOL,5.0,45,1.0,0,,,0.0,0,,0,1,,45.0,0.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Vaz Te,CLEAN_POSITIVE_MINUTES,0.0,vazte,MATCHED,EXACT_DISPLAY_NAME,FWD,Vaz Te,Bolton,27.0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Helguson,BOL,5.5,273,3.0,0,,,1.0,0,,0,16,,17.06,2.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Helguson,CLEAN_POSITIVE_MINUTES,2.0,helguson,MATCHED,EXACT_DISPLAY_NAME,FWD,Helguson,Bolton,61.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Schevchenko,CHE,8.0,745,9.0,1,,,0.0,0,,8,54,,13.8,6.75,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Schevchenko,CLEAN_POSITIVE_MINUTES,5.0,schevchenko,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Pizzaro,CHE,7.0,693,8.0,1,,,1.0,0,,1,36,,19.25,5.14,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Pizzaro,CLEAN_POSITIVE_MINUTES,2.0,pizzaro,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Drogba,CHE,11.0,1525,17.0,6,,,5.0,1,,9,87,,17.53,7.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Drogba,CLEAN_POSITIVE_MINUTES,8.0,drogba,MATCHED,EXACT_DISPLAY_NAME,FWD,Drogba,Chelsea,170.0,12.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Anelka,CHE,9.5,2575,28.0,8,,,1.0,0,,11,136,,18.93,14.32,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Anelka,CLEAN_POSITIVE_MINUTES,11.0,anelka,MATCHED,EXACT_DISPLAY_NAME,FWD,Anelka,Bolton,153.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Yakubu,EVE,8.0,2303,28.0,3,,,2.0,0,,12,137,,16.81,17.13,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Yakubu,CLEAN_POSITIVE_MINUTES,15.0,yakubu,MATCHED,EXACT_DISPLAY_NAME,FWD,Yakubu,Middlesbrough,136.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Vaughan,EVE,5.5,145,1.0,0,,,0.0,0,,2,14,,10.36,2.55,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Vaughan,CLEAN_POSITIVE_MINUTES,1.0,vaughan,MATCHED,EXACT_DISPLAY_NAME,FWD,Vaughan,Everton,36.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Anichebe,EVE,5.5,1081,11.0,1,,,1.0,0,,0,42,,25.74,7.64,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Anichebe,CLEAN_POSITIVE_MINUTES,1.0,anichebe,MATCHED,EXACT_DISPLAY_NAME,FWD,Anichebe,Everton,38.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Johnson,FUL,7.0,1844,20.0,4,,,1.0,0,,4,87,,21.2,12.43,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Johnson,CLEAN_POSITIVE_MINUTES,6.0,johnson,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,FWD,Johnson,Everton,139.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Kamara,FUL,5.5,1612,19.0,2,,,6.0,0,,6,71,,22.7,12.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Kamara,CLEAN_POSITIVE_MINUTES,5.0,kamara,MATCHED,EXACT_DISPLAY_NAME,FWD,Kamara,Fulham,0.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Neveland,FUL,5.0,219,2.0,0,,,1.0,0,,0,17,,12.88,3.4,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Neveland,CLEAN_POSITIVE_MINUTES,2.0,neveland,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Bouazza,FUL,5.5,1188,15.0,2,,,1.0,1,,0,38,,31.26,6.91,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bouazza,CLEAN_POSITIVE_MINUTES,1.0,bouazza,MATCHED,EXACT_DISPLAY_NAME,FWD,Bouazza,Fulham,98.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Healy,FUL,5.5,1361,15.0,0,,,3.0,0,,0,57,,23.88,10.36,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Healy,CLEAN_POSITIVE_MINUTES,4.0,healy,MATCHED,EXACT_DISPLAY_NAME,FWD,Healy,Fulham,0.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Johnson,FUL,5.0,385,4.0,0,,,0.0,0,,1,11,,35.0,2.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Johnson,CLEAN_POSITIVE_MINUTES,0.0,johnson,MATCHED,EXACT_DISPLAY_NAME+CATEGORY_TIEBREAK,FWD,Johnson,Everton,139.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Zamora,FULL,5.5,909,11.0,2,,,1.0,0,,2,34,,26.74,6.18,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Zamora,CLEAN_POSITIVE_MINUTES,1.0,zamora,MATCHED,EXACT_DISPLAY_NAME,FWD,Zamora,West Ham,118.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Keane,LIV,9.0,2714,33.0,7,,,1.0,1,,22,162,,16.75,18.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Keane,CLEAN_POSITIVE_MINUTES,15.0,keane,MATCHED,EXACT_DISPLAY_NAME,FWD,Keane,Tottenham,104.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Torres,LIV,12.0,2533,29.0,4,,,5.0,0,,29,193,,13.12,16.08,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Torres,CLEAN_POSITIVE_MINUTES,24.0,torres,MATCHED,EXACT_DISPLAY_NAME,FWD,Torres,Liverpool,0.0,10.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Voronin,LIV,7.0,1121,13.0,2,,,2.0,0,,0,56,,20.02,8.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Voronin,CLEAN_POSITIVE_MINUTES,5.0,voronin,MATCHED,EXACT_DISPLAY_NAME,FWD,Voronin,Liverpool,0.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Vassell,MCY,6.5,1767,22.0,3,,,2.0,0,,3,78,,22.65,12.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Vassell,CLEAN_POSITIVE_MINUTES,6.0,vassell,MATCHED,EXACT_DISPLAY_NAME,FWD,Vassell,Man. City,74.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Benjani,MCY,7.0,2897,33.0,3,,,1.0,0,,15,150,,19.31,21.43,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Benjani,CLEAN_POSITIVE_MINUTES,15.0,benjani,MATCHED,EXACT_DISPLAY_NAME,FWD,Benjani,Portsmouth,91.0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Caicedo,MCY,5.5,222,0.0,0,,,1.0,0,,0,9,,24.67,1.64,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Caicedo,CLEAN_POSITIVE_MINUTES,0.0,caicedo,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Bojinov,MCY,6.0,50,0.0,0,,,0.0,0,,0,3,,16.67,0.5,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bojinov,CLEAN_POSITIVE_MINUTES,0.0,bojinov,MATCHED,EXACT_DISPLAY_NAME,FWD,Bojinov,Man. City,0.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Bianchi,MCY,6.0,768,7.0,1,,,0.0,0,,6,51,,15.06,8.5,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Bianchi,CLEAN_POSITIVE_MINUTES,4.0,bianchi,MATCHED,EXACT_DISPLAY_NAME,FWD,Bianchi,Man. City,0.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Sturridge,MCY,5.0,150,2.0,1,,,0.0,0,,0,11,,13.64,2.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Sturridge,CLEAN_POSITIVE_MINUTES,1.0,sturridge,MATCHED,EXACT_DISPLAY_NAME,FWD,Sturridge,Man. City,2.0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Tuncay,MID,7.0,2212,27.0,4,,,5.0,0,,13,111,,19.93,15.86,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Tuncay,CLEAN_POSITIVE_MINUTES,8.0,tuncay,MATCHED,EXACT_DISPLAY_NAME,FWD,Tuncay,Middlesbrough,0.0,7.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Alves,MID,7.5,651,7.0,2,,,0.0,0,,6,54,,12.06,7.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Alves,CLEAN_POSITIVE_MINUTES,6.0,alves,UNMATCHED,NO_LAUNCH_ROW,,,,,,,False
Mido,MID,6.5,746,9.0,0,,,4.0,1,,4,24,,31.08,3.69,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Mido,CLEAN_POSITIVE_MINUTES,2.0,mido,MATCHED,EXACT_DISPLAY_NAME,FWD,Mido,Tottenham,18.0,7.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Aliadiere,MID,6.0,2152,26.0,7,,,2.0,1,,4,92,,23.39,15.33,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Aliadiere,CLEAN_POSITIVE_MINUTES,5.0,aliadiere,MATCHED,EXACT_DISPLAY_NAME,FWD,Aliadiere,Middlesbrough,14.0,6.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Saha,MU,7.5,741,7.0,0,,,0.0,0,,2,45,,16.47,6.0,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Saha,CLEAN_POSITIVE_MINUTES,5.0,saha,MATCHED,EXACT_DISPLAY_NAME,FWD,Saha,Man. United,97.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Rooney,MU,11.0,2181,25.0,13,,,8.0,0,,20,148,,14.74,13.45,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Rooney,CLEAN_POSITIVE_MINUTES,12.0,rooney,MATCHED,EXACT_DISPLAY_NAME,FWD,Rooney,Man. United,184.0,12.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Tevez,MU,10.0,2677,31.0,6,,,1.0,0,,23,161,,16.63,16.1,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Tevez,CLEAN_POSITIVE_MINUTES,14.0,tevez,MATCHED,EXACT_DISPLAY_NAME,FWD,Tevez,Man. United,91.0,8.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Martins,NEW,7.0,2051,27.0,4,,,1.0,0,,7,106,,19.35,15.14,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Martins,CLEAN_POSITIVE_MINUTES,9.0,martins,MATCHED,EXACT_DISPLAY_NAME,FWD,Martins,Newcastle,140.0,9.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Owen,NEW,8.5,2175,25.0,1,,,2.0,0,,3,99,,21.97,11.65,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Owen,CLEAN_POSITIVE_MINUTES,11.0,owen,MATCHED,EXACT_DISPLAY_NAME,FWD,Owen,Newcastle,6.0,9.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Carroll,NEW,5.0,141,1.0,1,,,0.0,0,,0,6,,23.5,1.2,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Carroll,CLEAN_POSITIVE_MINUTES,0.0,carroll,MATCHED,EXACT_DISPLAY_NAME,DEF,Carroll,Newcastle,4.0,4.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
Viduka,NEW,7.5,1658,20.0,1,,,0.0,0,,12,87,,19.06,11.6,FWD,https://www.fantasyfootballscout.co.uk/fantasy-premier-league-forwards,False,Viduka,CLEAN_POSITIVE_MINUTES,7.0,viduka,MATCHED,EXACT_DISPLAY_NAME,FWD,Viduka,Newcastle,139.0,8.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html,False
