launch_position,launch_player,launch_team,points_2006_07,start_price_m,launch_source_url
FWD,McFadden,Everton,43,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Anichebe,Everton,38,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Bouazza,Fulham,98,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Healy,Fulham,0,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Corradi,Man. City,61,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Luque,Newcastle,6,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Lua-Lua,Portsmouth,40,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Benjani,Portsmouth,91,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Kitson,Reading,32,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Zamora,West Ham,118,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Camara,Wigan,68,6.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Moore,Aston Villa,42,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Harewood,Aston Villa,59,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Jerome,Birmingham,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,O'Connor,Birmingham,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Vaz Te,Bolton,27,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Howard,Derby,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Earnshaw,Derby,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,John,Fulham,35,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Dickov,Man. City,25,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Dong,Man. United,2,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Lee Dong-Gook,Middlesbrough,11,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Long,Reading,39,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Murphy,Sunderland,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Connolly,Sunderland,3,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Chopra,Sunderland,0,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Folan,Wigan,29,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Aghahowa,Wigan,9,5.5,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Forssell,Birmingham,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Vine,Birmingham,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Gallagher,Blackburn,22,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Harsanyi,Bolton,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Fagan,Derby,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Macken,Derby,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Runstrom,Fulham,1,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Sturridge,Man. City,2,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Craddock,Middlesbrough,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,John,Sunderland,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Stokes,Sunderland,0,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Cole,West Ham,30,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
FWD,Cotterill,Wigan,23,5.0,https://web.archive.org/web/20070810212948id_/http://fantasy.premierleague.com/playerlist.html
