archive_id,first_name,second_name,web_name,current_team,current_type,element_type_id,history_status,season,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,ea_ppi,end_cost_tenths,end_price_m,total_points,source_path
483,Kemar,Roofe,Roofe,West Brom,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/483
484,Yassine,El Ghanassy,El Ghanassy,West Brom,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/484
485,Peter,Odemwingie,Odemwingie,West Brom,Forward,4,POSITIVE_MINUTES,2010/11,2680,15,9,2,51,0,0,1,3,0,0,28,0,58,5.8,171,20_5_2013/485
486,Marc-Antoine,Fortune,Fortune,West Brom,Forward,4,POSITIVE_MINUTES,2010/11,1119,2,1,0,24,0,0,0,0,0,0,0,0,50,5.0,45,20_5_2013/486
487,Simon,Cox,Cox,West Brom,Forward,4,POSITIVE_MINUTES,2010/11,772,1,0,1,18,0,0,0,0,0,0,0,0,50,5.0,30,20_5_2013/487
488,Shane,Long,Long,West Brom,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/488
489,Jussi,Jaaskelainen,Jaaskelainen,West Ham,Goalkeeper,1,POSITIVE_MINUTES,2010/11,3096,0,0,5,50,0,2,0,1,1,117,3,0,46,4.6,109,20_5_2013/489
490,Stephen,Henderson,Henderson,West Ham,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/490
491,Joey,O'Brien,O'Brien,West Ham,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/491
492,Winston,Reid,Reid,West Ham,Defender,2,POSITIVE_MINUTES,2010/11,407,0,0,0,12,1,0,0,0,0,0,0,0,40,4.0,5,20_5_2013/492
493,Guy,Demel,Demel,West Ham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/493
494,Daniel,Potts,Potts,West Ham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/494
495,James,Tomkins,Tomkins,West Ham,Defender,2,POSITIVE_MINUTES,2010/11,1579,1,1,2,33,0,0,0,3,0,0,1,0,41,4.1,41,20_5_2013/495
496,George,McCartney,McCartney,West Ham,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5.0,0,20_5_2013/496
497,Jack,Collison,Collison,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,199,0,0,0,5,0,0,0,0,0,0,0,0,55,5.5,5,20_5_2013/497
498,Matthew,Taylor,Taylor,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,1922,2,3,2,35,0,0,0,4,0,0,0,0,51,5.1,73,20_5_2013/498
499,Mark,Noble,Noble,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,2140,4,3,4,44,0,0,0,7,0,0,3,0,53,5.3,78,20_5_2013/499
500,Ravel,Morrison,Morrison,West Ham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/500
501,Gary,O'Neil,O'Neil,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,589,0,1,1,10,0,0,0,0,0,0,0,0,45,4.5,19,20_5_2013/501
502,Kevin,Nolan,Nolan,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,2651,12,2,8,42,0,0,0,10,0,0,16,0,63,6.3,140,20_5_2013/502
503,Mohamed,Diame,Diame,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,2633,1,3,6,49,0,0,0,6,0,0,0,0,41,4.1,79,20_5_2013/503
504,Ricardo,Vaz Te,Vaz Te,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/504
505,Sam,Baldock,Baldock,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/505
506,Nicky,Maynard,Maynard,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/506
507,Carlton,Cole,Cole,West Ham,Forward,4,POSITIVE_MINUTES,2010/11,2120,5,4,3,47,0,0,1,4,0,0,7,0,57,5.7,89,20_5_2013/507
508,Ali,Al Habsi,Al-Habsi,Wigan,Goalkeeper,1,POSITIVE_MINUTES,2010/11,3060,0,1,7,49,0,1,0,0,0,121,7,0,41,4.1,125,20_5_2013/508
509,Michael,Pollitt,Pollitt,Wigan,Goalkeeper,1,POSITIVE_MINUTES,2010/11,29,0,0,0,0,0,0,0,0,0,2,0,0,40,4.0,1,20_5_2013/509
510,Lee,Nicholls,Nicholls,Wigan,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/510
511,Antolin,Alcaraz,Alcaraz,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,3028,1,1,7,51,0,0,0,6,1,0,10,0,43,4.3,87,20_5_2013/511
512,Ronnie,Stam,Stam,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,1579,1,0,3,27,0,0,0,2,0,0,0,0,40,4.0,47,20_5_2013/512
513,Maynor,Figueroa,Figueroa,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,2808,1,3,5,49,0,0,0,11,0,0,0,0,41,4.1,71,20_5_2013/513
514,Emmerson,Boyce,Boyce,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,1669,0,2,5,27,0,0,0,3,0,0,0,0,43,4.3,55,20_5_2013/514
515,Gary,Caldwell,Caldwell,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,1975,0,1,2,33,0,0,0,7,1,0,4,0,45,4.5,40,20_5_2013/515
516,Adrian,Lopez,Lopez,Wigan,Defender,2,POSITIVE_MINUTES,2010/11,68,0,0,0,1,0,0,0,0,0,0,0,0,40,4.0,2,20_5_2013/516
517,James,McArthur,McArthur,Wigan,Midfielder,3,POSITIVE_MINUTES,2010/11,557,0,0,0,11,0,0,0,0,0,0,0,0,41,4.1,21,20_5_2013/517
518,James,McCarthy,McCarthy,Wigan,Midfielder,3,POSITIVE_MINUTES,2010/11,1976,3,1,5,34,0,0,0,2,0,0,8,0,46,4.6,75,20_5_2013/518
519,Jordi,Gomez,Gomez,Wigan,Midfielder,3,POSITIVE_MINUTES,2010/11,720,1,0,1,11,0,0,0,0,0,0,3,0,45,4.5,28,20_5_2013/519
520,Ben,Watson,Watson,Wigan,Midfielder,3,POSITIVE_MINUTES,2010/11,2124,3,2,3,40,0,0,0,3,0,0,12,0,42,4.2,85,20_5_2013/520
521,Victor,Moses,Moses,Chelsea,Midfielder,3,POSITIVE_MINUTES,2010/11,815,1,3,1,16,0,0,0,1,0,0,0,0,45,4.5,42,20_5_2013/521
522,David,Jones,Jones,Wigan,Midfielder,3,POSITIVE_MINUTES,2010/11,951,1,0,1,19,0,0,0,1,0,0,2,0,46,4.6,30,20_5_2013/522
523,Shaun,Maloney,Maloney,Wigan,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/523
524,Albert,Crusat,Crusat,Wigan,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/524
525,Jean,Beausejour,Beausejour,Wigan,Midfielder,3,POSITIVE_MINUTES,2010/11,895,2,0,1,13,0,0,0,0,0,0,0,0,50,5.0,36,20_5_2013/525
526,Franco,Di Santo,Di Santo,Wigan,Forward,4,POSITIVE_MINUTES,2010/11,929,1,3,2,18,0,0,0,2,0,0,3,0,43,4.3,47,20_5_2013/526
527,Conor,Sammon,Sammon,Wigan,Forward,4,POSITIVE_MINUTES,2010/11,214,1,0,1,2,0,0,0,0,0,0,0,0,50,5.0,12,20_5_2013/527
528,Callum,McManaman,McManaman,Wigan,Forward,4,POSITIVE_MINUTES,2010/11,14,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,3,20_5_2013/528
529,Fabio,Borini,Borini,Liverpool,Forward,4,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5.0,0,20_5_2013/529
530,Bradley,Guzan,Guzan,Aston Villa,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4.3,0,20_5_2013/530
531,Modibo,Maiga,Maiga,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/531
532,Nathaniel,Clyne,Clyne,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/532
533,Chris,Gunter,Gunter,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/533
534,Paulo,Gazzaniga,Gazzaniga,Southampton,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/534
535,Fraser,Fyvie,Fyvie,Wigan,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/535
536,Adrian,Mariappa,Mariappa,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/536
537,Miguel,Michu,Michu,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/537
538,Claudio,Yacob,Yacob,West Brom,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/538
539,Emboaba,Oscar,Oscar,Chelsea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/539
540,Mauro,Boselli,Boselli,Wigan,Forward,4,POSITIVE_MINUTES,2010/11,496,0,0,1,14,0,0,1,0,0,0,0,0,48,4.8,11,20_5_2013/540
541,Robert,Snodgrass,Snodgrass,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/541
542,David,Hoilett,Hoilett,QPR,Midfielder,3,POSITIVE_MINUTES,2010/11,1494,5,1,4,26,0,0,0,2,0,0,10,0,40,4.0,71,20_5_2013/542
543,Curtis,Good,Good,Newcastle,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/543
544,Ron,Vlaar,Vlaar,Aston Villa,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/544
545,Ivan,Ramis,Ramis,Wigan,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/545
546,Santi,Cazorla,Santi Cazorla,Arsenal,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/546
547,Markus,Rosenberg,Rosenberg,West Brom,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/547
548,Michael,Kightly,Kightly,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,162,0,0,0,4,0,0,0,1,0,0,0,0,50,5.0,4,20_5_2013/548
549,Geoff,Cameron,Cameron,Stoke City,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/549
550,Alou,Diarra,Diarra,West Ham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/550
551,Michael,Keane,Keane M,Man Utd,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/551
552,Francisco,Junior,Francisco,Everton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/552
553,Arouna,Kone,Kone,Wigan,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/553
554,Louis,Saha,Saha,Sunderland,Forward,4,POSITIVE_MINUTES,2010/11,1366,7,1,1,22,0,0,0,0,0,0,5,0,71,7.1,70,20_5_2013/554
555,Vurnon,Anita,Anita,Newcastle,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/555
556,Javier,Garrido,Garrido,Norwich,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/556
557,Kyle,Bartley,Bartley,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/557
558,Jose,Bosingwa,Bosingwa,QPR,Defender,2,POSITIVE_MINUTES,2010/11,1263,0,0,6,11,1,0,0,1,0,0,0,0,49,4.9,52,20_5_2013/558
559,James,Ward-Prowse,Ward-Prowse,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/559
560,Luke,Shaw,Shaw,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/560
561,Vito,Mannone,Mannone,Arsenal,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4.3,0,20_5_2013/561
562,Andros,Townsend,Townsend,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/562
563,Brian,Murphy,Murphy,QPR,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/563
564,Scott,Wootton,Wootton,Man Utd,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/564
565,Oussama,Assaidi,Assaidi,Liverpool,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/565
566,Kevin,Mirallas,Mirallas,Everton,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/566
567,Stuart,Taylor,Taylor,Reading,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3.9,0,20_5_2013/567
568,Itay,Shechter,Shechter,Swansea,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/568
569,Jamie,Proctor,Proctor,Swansea,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/569
570,Sebastien,Bassong,Bassong,Norwich,Defender,2,POSITIVE_MINUTES,2010/11,828,1,0,2,8,0,0,0,0,0,0,2,0,44,4.4,35,20_5_2013/570
571,Alexander,Buttner,Buttner,Man Utd,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/571
572,Matthew,Jarvis,Jarvis,West Ham,Midfielder,3,POSITIVE_MINUTES,2010/11,3050,4,8,6,57,0,0,0,2,0,0,15,0,52,5.2,133,20_5_2013/572
573,Steven,Fletcher,Fletcher,Sunderland,Forward,4,POSITIVE_MINUTES,2010/11,1395,10,3,2,31,0,0,0,1,0,0,7,0,49,4.9,97,20_5_2013/573
574,Cesar,Azpilicueta,Azpilicueta,Chelsea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/574
575,Ben,Davies,Davies,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/575
576,Damian,Martinez,Martinez,Arsenal,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/576
577,Sung-Yeung,Ki,Ki,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/577
578,Alexander,Tettey,Tettey,Norwich,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/578
579,Nuri,Sahin,Sahin,Liverpool,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/579
580,Joe,Bennett,Bennett,Aston Villa,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/580
581,Esteban,Granero,Granero,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/581
582,Robert,Hall,Hall,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/582
583,Maurice,Edu,Edu,Stoke City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/583
584,Jordan,Bowery,Bowery,Aston Villa,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/584
585,Emmanuel,Mayuka,Mayuka,Southampton,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/585
586,Christian,Benteke,Benteke,Aston Villa,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/586
587,Ashley,Westwood,Westwood,Aston Villa,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/587
588,Gaston,Ramirez,Ramirez,Southampton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/588
589,Maya,Yoshida,Yoshida,Southampton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/589
590,Ashkan,Dejagah,Dejagah,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/590
591,Francisco,Javi Garcia,Garcia,Man City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/591
592,Pablo,Hernandez,Hernandez,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/592
593,Hugo,Lloris,Lloris,Tottenham,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/593
594,Sisenando,Maicon,Maicon,Man City,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/594
595,Stephane,Mbia,Mbia,QPR,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/595
596,Matija,Nastasic,Nastasic,Man City,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/596
597,Steven,Nzonzi,Nzonzi,Stoke City,Midfielder,3,POSITIVE_MINUTES,2010/11,1274,1,1,6,13,0,0,0,4,1,0,2,0,46,4.6,43,20_5_2013/597
598,Bryan,Oviedo,Oviedo,Everton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/598
599,Goran,Popov,Popov,West Brom,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/599
600,Soares,Julio Cesar,Cesar,QPR,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/600
601,Michael,Owen,Owen,Stoke City,Forward,4,POSITIVE_MINUTES,2010/11,238,2,0,0,1,0,0,0,1,0,0,0,0,73,7.3,18,20_5_2013/601
602,Giorgos,Karagounis,Karagounis,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/602
603,Alex,Smith,Smith,Fulham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/603
604,Richard,Wright,Wright,Man City,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/604
605,Dwight,Tiendalli,Tiendalli,Swansea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/605
606,,Suso,Fernandez Saez,Liverpool,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/606
607,Max,Ehmer,Ehmer,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/607
608,Ryan,Mason,Mason,Tottenham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/608
609,Mark,Bunn,Bunn,Norwich,Goalkeeper,1,POSITIVE_MINUTES,2010/11,225,0,0,0,4,0,0,0,1,0,9,0,0,40,4.0,5,20_5_2013/609
610,Andre,Wisdom,Wisdom,Liverpool,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/610
611,Hogan,Ephraim,Ephraim,QPR,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/611
612,Jak,Alnwick,Alnwick,Newcastle,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/612
613,Peter,Gulacsi,Gulacsi,Liverpool,Goalkeeper,1,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4.5,0,20_5_2013/613
614,Serge,Gnabry,Gnabry,Arsenal,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/614
615,Artur,Boruc,Boruc,Southampton,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/615
616,Raphael,Spiegel,Spiegel,West Ham,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/616
617,Jordan,Spence,Spence,West Ham,Defender,2,POSITIVE_MINUTES,2010/11,180,0,0,0,6,0,0,0,0,0,0,0,0,39,3.9,2,20_5_2013/617
618,Leo,Chambers,Chambers,West Ham,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/618
619,Thomas,Hitzlsperger,Hitzlsperger,Everton,Midfielder,3,POSITIVE_MINUTES,2010/11,990,2,4,2,22,0,0,0,1,0,0,3,0,48,4.8,48,20_5_2013/619
620,George,Evans,Evans,Man City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/620
621,David,Cornell,Cornell,Swansea,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/621
622,Sean,Morrison,Morrison,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/622
623,James,McFadden,McFadden,Sunderland,Forward,4,POSITIVE_MINUTES,2010/11,276,0,1,2,2,0,0,0,0,0,0,0,0,45,4.5,10,20_5_2013/623
624,Sam,Johnstone,Johnstone,Man Utd,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/624
625,Matthew,Kennedy,Kennedy,Everton,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/625
626,Charles,Banya,Banya,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/626
627,George,Moncur,Moncur,West Ham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/627
628,Nile,Ranger,Ranger,Newcastle,Midfielder,3,POSITIVE_MINUTES,2010/11,588,0,1,0,10,0,0,0,2,0,0,0,0,41,4.1,27,20_5_2013/628
629,Sebastian,Lletget,Lletget,West Ham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/629
630,Roman,Golobart,Golobart,Wigan,Defender,2,ZERO_MINUTES,2010/11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,20_5_2013/630
631,Daniel,Redmond,Redmond,Wigan,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/631
632,Rory,Donnelly,Donnelly,Swansea,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/632
633,Matthias,Fanimo,Fanimo,West Ham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/633
634,Dominic,Samuel,Samuel,Reading,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/634
635,Adam,Morgan,Morgan,Liverpool,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/635
636,Mickael,Tavares,Tavares,Fulham,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/636
637,Nathan,Ake,Ake,Chelsea,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/637
638,Ryan,Tunnicliffe,Tunnicliffe,Man Utd,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/638
639,Adam,Campbell,Campbell,Newcastle,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/639
640,Remie,Streete,Streete,Newcastle,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/640
641,Tyias,Browning,Browning,Everton,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/641
642,Csaba,Somogyi,Somogyi,Fulham,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/642
643,Elliott,Lee,Lee,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/643
644,Mathieu,Debuchy,Debuchy,Newcastle,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/644
645,Roger,Espinoza,Espinoza,Wigan,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/645
646,Angelo,Henriquez,Henriquez,Wigan,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/646
647,Tal,Ben Haim,Ben Haim,QPR,Defender,2,POSITIVE_MINUTES,2010/11,712,0,1,1,15,0,0,0,3,0,1,0,0,42,4.2,16,20_5_2013/647
648,Adil,Nabi,Nabi,West Brom,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/648
649,Daniel,Carrico,Daniel Carrico,Reading,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/649
650,Hope,Akpan,Akpan,Reading,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/650
651,Alfred,N'Diaye,N'Diaye,Sunderland,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/651
652,Denis,Suarez,Suarez,Man City,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/652
653,Loic,Remy,Remy,QPR,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/653
654,Kader,Mangane,Mangane,Sunderland,Defender,2,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/654
655,Wellington,Paulista,Paulista,West Ham,Forward,4,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/655
656,Roland,Lamah,Lamah,Swansea,Midfielder,3,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/656
657,Joel,Robles,Robles,Wigan,Goalkeeper,1,NO_2010_11_HISTORY,2010/11,,,,,,,,,,,,,,,,,20_5_2013/657
